"idpersona","idmatriculacion","idcarrera","idcohorte","carrera_siglas","carrera","tipo","lf","cohorte","cohorte_anio","estado"
"61970","97948","144","458","TRAYECTO_PED","Trayecto Pedagógico para Graduados no Docentes","Trayecto","Formación docente complementaria","Abril 2024","2024","Cursando"
"58645","97952","144","458","TRAYECTO_PED","Trayecto Pedagógico para Graduados no Docentes","Trayecto","Formación docente complementaria","Abril 2024","2024","Cursando"
"46474","97953","144","458","TRAYECTO_PED","Trayecto Pedagógico para Graduados no Docentes","Trayecto","Formación docente complementaria","Abril 2024","2024","Cursando"
"62174","97954","144","458","TRAYECTO_PED","Trayecto Pedagógico para Graduados no Docentes","Trayecto","Formación docente complementaria","Abril 2024","2024","Cursando"
"57377","97956","144","458","TRAYECTO_PED","Trayecto Pedagógico para Graduados no Docentes","Trayecto","Formación docente complementaria","Abril 2024","2024","Cursando"
"59034","97958","144","458","TRAYECTO_PED","Trayecto Pedagógico para Graduados no Docentes","Trayecto","Formación docente complementaria","Abril 2024","2024","Cursando"
"19573","97959","144","458","TRAYECTO_PED","Trayecto Pedagógico para Graduados no Docentes","Trayecto","Formación docente complementaria","Abril 2024","2024","Cursando"
"61235","97960","144","458","TRAYECTO_PED","Trayecto Pedagógico para Graduados no Docentes","Trayecto","Formación docente complementaria","Abril 2024","2024","Cursando"
"58462","97961","144","458","TRAYECTO_PED","Trayecto Pedagógico para Graduados no Docentes","Trayecto","Formación docente complementaria","Abril 2024","2024","Cursando"
"20282","97962","144","458","TRAYECTO_PED","Trayecto Pedagógico para Graduados no Docentes","Trayecto","Formación docente complementaria","Abril 2024","2024","Cursando"
"42795","97963","144","458","TRAYECTO_PED","Trayecto Pedagógico para Graduados no Docentes","Trayecto","Formación docente complementaria","Abril 2024","2024","Cursando"
"62065","97964","144","458","TRAYECTO_PED","Trayecto Pedagógico para Graduados no Docentes","Trayecto","Formación docente complementaria","Abril 2024","2024","Cursando condicional"
"61947","97965","144","458","TRAYECTO_PED","Trayecto Pedagógico para Graduados no Docentes","Trayecto","Formación docente complementaria","Abril 2024","2024","Cursando"
"58757","97967","144","458","TRAYECTO_PED","Trayecto Pedagógico para Graduados no Docentes","Trayecto","Formación docente complementaria","Abril 2024","2024","Cursando"
"54886","97968","144","458","TRAYECTO_PED","Trayecto Pedagógico para Graduados no Docentes","Trayecto","Formación docente complementaria","Abril 2024","2024","Cursando"
"22723","97970","144","458","TRAYECTO_PED","Trayecto Pedagógico para Graduados no Docentes","Trayecto","Formación docente complementaria","Abril 2024","2024","Cursando"
"41739","97972","144","458","TRAYECTO_PED","Trayecto Pedagógico para Graduados no Docentes","Trayecto","Formación docente complementaria","Abril 2024","2024","Cursando"
"59380","97974","144","458","TRAYECTO_PED","Trayecto Pedagógico para Graduados no Docentes","Trayecto","Formación docente complementaria","Abril 2024","2024","Cursando"
"58679","97975","144","458","TRAYECTO_PED","Trayecto Pedagógico para Graduados no Docentes","Trayecto","Formación docente complementaria","Abril 2024","2024","Cursando"
"21340","97976","144","458","TRAYECTO_PED","Trayecto Pedagógico para Graduados no Docentes","Trayecto","Formación docente complementaria","Abril 2024","2024","Cursando"
"3152","97977","144","458","TRAYECTO_PED","Trayecto Pedagógico para Graduados no Docentes","Trayecto","Formación docente complementaria","Abril 2024","2024","Cursando"
"59354","97978","144","458","TRAYECTO_PED","Trayecto Pedagógico para Graduados no Docentes","Trayecto","Formación docente complementaria","Abril 2024","2024","Cursando"
"21257","97983","144","458","TRAYECTO_PED","Trayecto Pedagógico para Graduados no Docentes","Trayecto","Formación docente complementaria","Abril 2024","2024","Cursando"
"62104","97984","144","458","TRAYECTO_PED","Trayecto Pedagógico para Graduados no Docentes","Trayecto","Formación docente complementaria","Abril 2024","2024","Cursando"
"46849","97986","144","458","TRAYECTO_PED","Trayecto Pedagógico para Graduados no Docentes","Trayecto","Formación docente complementaria","Abril 2024","2024","Cursando"
"62096","97987","144","458","TRAYECTO_PED","Trayecto Pedagógico para Graduados no Docentes","Trayecto","Formación docente complementaria","Abril 2024","2024","Cursando"
"30341","97988","144","458","TRAYECTO_PED","Trayecto Pedagógico para Graduados no Docentes","Trayecto","Formación docente complementaria","Abril 2024","2024","Cursando"
"31549","97990","144","458","TRAYECTO_PED","Trayecto Pedagógico para Graduados no Docentes","Trayecto","Formación docente complementaria","Abril 2024","2024","Cursando"
"25179","97992","144","458","TRAYECTO_PED","Trayecto Pedagógico para Graduados no Docentes","Trayecto","Formación docente complementaria","Abril 2024","2024","Cursando"
"59517","97993","144","458","TRAYECTO_PED","Trayecto Pedagógico para Graduados no Docentes","Trayecto","Formación docente complementaria","Abril 2024","2024","Cursando"
"15638","97994","144","458","TRAYECTO_PED","Trayecto Pedagógico para Graduados no Docentes","Trayecto","Formación docente complementaria","Abril 2024","2024","Cursando"
"19089","97995","144","458","TRAYECTO_PED","Trayecto Pedagógico para Graduados no Docentes","Trayecto","Formación docente complementaria","Abril 2024","2024","Cursando"
"56647","97996","144","458","TRAYECTO_PED","Trayecto Pedagógico para Graduados no Docentes","Trayecto","Formación docente complementaria","Abril 2024","2024","Cursando"
"61415","97997","144","458","TRAYECTO_PED","Trayecto Pedagógico para Graduados no Docentes","Trayecto","Formación docente complementaria","Abril 2024","2024","Cursando"
"62053","97998","144","458","TRAYECTO_PED","Trayecto Pedagógico para Graduados no Docentes","Trayecto","Formación docente complementaria","Abril 2024","2024","Cursando"
"53820","98001","144","458","TRAYECTO_PED","Trayecto Pedagógico para Graduados no Docentes","Trayecto","Formación docente complementaria","Abril 2024","2024","Cursando"
"17318","98002","144","458","TRAYECTO_PED","Trayecto Pedagógico para Graduados no Docentes","Trayecto","Formación docente complementaria","Abril 2024","2024","Cursando"
"34164","98005","144","458","TRAYECTO_PED","Trayecto Pedagógico para Graduados no Docentes","Trayecto","Formación docente complementaria","Abril 2024","2024","Cursando"
"59197","98006","144","458","TRAYECTO_PED","Trayecto Pedagógico para Graduados no Docentes","Trayecto","Formación docente complementaria","Abril 2024","2024","Cursando"
"14114","98007","144","458","TRAYECTO_PED","Trayecto Pedagógico para Graduados no Docentes","Trayecto","Formación docente complementaria","Abril 2024","2024","Cursando"
"41537","98009","144","458","TRAYECTO_PED","Trayecto Pedagógico para Graduados no Docentes","Trayecto","Formación docente complementaria","Abril 2024","2024","Cursando"
"22508","98010","144","458","TRAYECTO_PED","Trayecto Pedagógico para Graduados no Docentes","Trayecto","Formación docente complementaria","Abril 2024","2024","Cursando"
"57089","98012","144","458","TRAYECTO_PED","Trayecto Pedagógico para Graduados no Docentes","Trayecto","Formación docente complementaria","Abril 2024","2024","Cursando"
"20690","98013","144","458","TRAYECTO_PED","Trayecto Pedagógico para Graduados no Docentes","Trayecto","Formación docente complementaria","Abril 2024","2024","Cursando"
"17815","98016","144","458","TRAYECTO_PED","Trayecto Pedagógico para Graduados no Docentes","Trayecto","Formación docente complementaria","Abril 2024","2024","Cursando"
"60794","98017","144","458","TRAYECTO_PED","Trayecto Pedagógico para Graduados no Docentes","Trayecto","Formación docente complementaria","Abril 2024","2024","Cursando"
"33466","98019","144","458","TRAYECTO_PED","Trayecto Pedagógico para Graduados no Docentes","Trayecto","Formación docente complementaria","Abril 2024","2024","Cursando"
"62179","98020","144","458","TRAYECTO_PED","Trayecto Pedagógico para Graduados no Docentes","Trayecto","Formación docente complementaria","Abril 2024","2024","Cursando"
"44359","98021","144","458","TRAYECTO_PED","Trayecto Pedagógico para Graduados no Docentes","Trayecto","Formación docente complementaria","Abril 2024","2024","Cursando"
"48859","98023","144","458","TRAYECTO_PED","Trayecto Pedagógico para Graduados no Docentes","Trayecto","Formación docente complementaria","Abril 2024","2024","Cursando"
"32787","98024","144","458","TRAYECTO_PED","Trayecto Pedagógico para Graduados no Docentes","Trayecto","Formación docente complementaria","Abril 2024","2024","Cursando"
"25630","98026","144","458","TRAYECTO_PED","Trayecto Pedagógico para Graduados no Docentes","Trayecto","Formación docente complementaria","Abril 2024","2024","Cursando"
"53759","98027","144","458","TRAYECTO_PED","Trayecto Pedagógico para Graduados no Docentes","Trayecto","Formación docente complementaria","Abril 2024","2024","Cursando"
"58755","98028","144","458","TRAYECTO_PED","Trayecto Pedagógico para Graduados no Docentes","Trayecto","Formación docente complementaria","Abril 2024","2024","Cursando"
"58908","98030","144","458","TRAYECTO_PED","Trayecto Pedagógico para Graduados no Docentes","Trayecto","Formación docente complementaria","Abril 2024","2024","Cursando"
"61225","98031","144","458","TRAYECTO_PED","Trayecto Pedagógico para Graduados no Docentes","Trayecto","Formación docente complementaria","Abril 2024","2024","Cursando condicional"
"62196","98034","144","458","TRAYECTO_PED","Trayecto Pedagógico para Graduados no Docentes","Trayecto","Formación docente complementaria","Abril 2024","2024","Cursando"
"58420","98039","144","458","TRAYECTO_PED","Trayecto Pedagógico para Graduados no Docentes","Trayecto","Formación docente complementaria","Abril 2024","2024","Cursando"
"18949","98041","144","458","TRAYECTO_PED","Trayecto Pedagógico para Graduados no Docentes","Trayecto","Formación docente complementaria","Abril 2024","2024","Cursando"
"33303","98042","144","458","TRAYECTO_PED","Trayecto Pedagógico para Graduados no Docentes","Trayecto","Formación docente complementaria","Abril 2024","2024","Cursando"
"59160","98043","144","458","TRAYECTO_PED","Trayecto Pedagógico para Graduados no Docentes","Trayecto","Formación docente complementaria","Abril 2024","2024","Cursando"
"52648","98045","144","458","TRAYECTO_PED","Trayecto Pedagógico para Graduados no Docentes","Trayecto","Formación docente complementaria","Abril 2024","2024","Cursando"
"62185","98046","144","458","TRAYECTO_PED","Trayecto Pedagógico para Graduados no Docentes","Trayecto","Formación docente complementaria","Abril 2024","2024","Cursando"
"24870","98047","144","458","TRAYECTO_PED","Trayecto Pedagógico para Graduados no Docentes","Trayecto","Formación docente complementaria","Abril 2024","2024","Cursando"
"62008","98048","144","458","TRAYECTO_PED","Trayecto Pedagógico para Graduados no Docentes","Trayecto","Formación docente complementaria","Abril 2024","2024","Abandonó"
"59296","98049","144","458","TRAYECTO_PED","Trayecto Pedagógico para Graduados no Docentes","Trayecto","Formación docente complementaria","Abril 2024","2024","Cursando"
"52316","98051","144","458","TRAYECTO_PED","Trayecto Pedagógico para Graduados no Docentes","Trayecto","Formación docente complementaria","Abril 2024","2024","Cursando"
"33587","98053","144","458","TRAYECTO_PED","Trayecto Pedagógico para Graduados no Docentes","Trayecto","Formación docente complementaria","Abril 2024","2024","Abandonó"
"62195","98054","144","458","TRAYECTO_PED","Trayecto Pedagógico para Graduados no Docentes","Trayecto","Formación docente complementaria","Abril 2024","2024","Cursando"
"58732","98055","144","458","TRAYECTO_PED","Trayecto Pedagógico para Graduados no Docentes","Trayecto","Formación docente complementaria","Abril 2024","2024","Cursando"
"32054","98059","144","458","TRAYECTO_PED","Trayecto Pedagógico para Graduados no Docentes","Trayecto","Formación docente complementaria","Abril 2024","2024","Cursando"
"58183","98061","144","458","TRAYECTO_PED","Trayecto Pedagógico para Graduados no Docentes","Trayecto","Formación docente complementaria","Abril 2024","2024","Cursando"
"6734","98063","144","458","TRAYECTO_PED","Trayecto Pedagógico para Graduados no Docentes","Trayecto","Formación docente complementaria","Abril 2024","2024","Cursando"
"46487","98064","144","458","TRAYECTO_PED","Trayecto Pedagógico para Graduados no Docentes","Trayecto","Formación docente complementaria","Abril 2024","2024","Cursando"
"28552","98065","144","458","TRAYECTO_PED","Trayecto Pedagógico para Graduados no Docentes","Trayecto","Formación docente complementaria","Abril 2024","2024","Cursando"
"62211","98066","144","458","TRAYECTO_PED","Trayecto Pedagógico para Graduados no Docentes","Trayecto","Formación docente complementaria","Abril 2024","2024","Cursando"
"25342","98067","144","458","TRAYECTO_PED","Trayecto Pedagógico para Graduados no Docentes","Trayecto","Formación docente complementaria","Abril 2024","2024","Cursando"
"39890","98068","144","458","TRAYECTO_PED","Trayecto Pedagógico para Graduados no Docentes","Trayecto","Formación docente complementaria","Abril 2024","2024","Cursando"
"58519","98070","144","458","TRAYECTO_PED","Trayecto Pedagógico para Graduados no Docentes","Trayecto","Formación docente complementaria","Abril 2024","2024","Cursando"
"62101","98071","144","458","TRAYECTO_PED","Trayecto Pedagógico para Graduados no Docentes","Trayecto","Formación docente complementaria","Abril 2024","2024","Cursando"
"53633","98072","144","458","TRAYECTO_PED","Trayecto Pedagógico para Graduados no Docentes","Trayecto","Formación docente complementaria","Abril 2024","2024","Cursando"
"15353","98073","144","458","TRAYECTO_PED","Trayecto Pedagógico para Graduados no Docentes","Trayecto","Formación docente complementaria","Abril 2024","2024","Cursando"
"52780","98076","144","458","TRAYECTO_PED","Trayecto Pedagógico para Graduados no Docentes","Trayecto","Formación docente complementaria","Abril 2024","2024","Cursando"
"59604","98080","144","458","TRAYECTO_PED","Trayecto Pedagógico para Graduados no Docentes","Trayecto","Formación docente complementaria","Abril 2024","2024","Abandonó"
"52005","98081","144","458","TRAYECTO_PED","Trayecto Pedagógico para Graduados no Docentes","Trayecto","Formación docente complementaria","Abril 2024","2024","Cursando"
"49856","98082","144","458","TRAYECTO_PED","Trayecto Pedagógico para Graduados no Docentes","Trayecto","Formación docente complementaria","Abril 2024","2024","Cursando"
"49016","98083","144","458","TRAYECTO_PED","Trayecto Pedagógico para Graduados no Docentes","Trayecto","Formación docente complementaria","Abril 2024","2024","Cursando condicional"
"59483","98084","144","458","TRAYECTO_PED","Trayecto Pedagógico para Graduados no Docentes","Trayecto","Formación docente complementaria","Abril 2024","2024","Cursando"
"52187","98085","144","458","TRAYECTO_PED","Trayecto Pedagógico para Graduados no Docentes","Trayecto","Formación docente complementaria","Abril 2024","2024","Cursando"
"59500","98086","144","458","TRAYECTO_PED","Trayecto Pedagógico para Graduados no Docentes","Trayecto","Formación docente complementaria","Abril 2024","2024","Cursando"
"35234","98088","144","458","TRAYECTO_PED","Trayecto Pedagógico para Graduados no Docentes","Trayecto","Formación docente complementaria","Abril 2024","2024","Cursando"
"55807","98089","144","458","TRAYECTO_PED","Trayecto Pedagógico para Graduados no Docentes","Trayecto","Formación docente complementaria","Abril 2024","2024","Cursando"
"60658","98093","144","458","TRAYECTO_PED","Trayecto Pedagógico para Graduados no Docentes","Trayecto","Formación docente complementaria","Abril 2024","2024","Cursando"
"21308","98094","144","458","TRAYECTO_PED","Trayecto Pedagógico para Graduados no Docentes","Trayecto","Formación docente complementaria","Abril 2024","2024","Cursando"
"62143","98097","144","458","TRAYECTO_PED","Trayecto Pedagógico para Graduados no Docentes","Trayecto","Formación docente complementaria","Abril 2024","2024","Cursando condicional"
"52535","98099","144","458","TRAYECTO_PED","Trayecto Pedagógico para Graduados no Docentes","Trayecto","Formación docente complementaria","Abril 2024","2024","Cursando"
"58493","98101","144","458","TRAYECTO_PED","Trayecto Pedagógico para Graduados no Docentes","Trayecto","Formación docente complementaria","Abril 2024","2024","Cursando"
"59417","98102","144","458","TRAYECTO_PED","Trayecto Pedagógico para Graduados no Docentes","Trayecto","Formación docente complementaria","Abril 2024","2024","Cursando"
"62149","98103","144","458","TRAYECTO_PED","Trayecto Pedagógico para Graduados no Docentes","Trayecto","Formación docente complementaria","Abril 2024","2024","Cursando"
"19546","98105","144","458","TRAYECTO_PED","Trayecto Pedagógico para Graduados no Docentes","Trayecto","Formación docente complementaria","Abril 2024","2024","Cursando"
"62131","98107","144","458","TRAYECTO_PED","Trayecto Pedagógico para Graduados no Docentes","Trayecto","Formación docente complementaria","Abril 2024","2024","Cursando"
"24419","98110","144","458","TRAYECTO_PED","Trayecto Pedagógico para Graduados no Docentes","Trayecto","Formación docente complementaria","Abril 2024","2024","Cursando"
"62231","98112","144","458","TRAYECTO_PED","Trayecto Pedagógico para Graduados no Docentes","Trayecto","Formación docente complementaria","Abril 2024","2024","Cursando"
"62062","98114","144","458","TRAYECTO_PED","Trayecto Pedagógico para Graduados no Docentes","Trayecto","Formación docente complementaria","Abril 2024","2024","Cursando"
"47118","98116","144","458","TRAYECTO_PED","Trayecto Pedagógico para Graduados no Docentes","Trayecto","Formación docente complementaria","Abril 2024","2024","Cursando"
"26751","98117","144","458","TRAYECTO_PED","Trayecto Pedagógico para Graduados no Docentes","Trayecto","Formación docente complementaria","Abril 2024","2024","Cursando"
"62228","98120","144","458","TRAYECTO_PED","Trayecto Pedagógico para Graduados no Docentes","Trayecto","Formación docente complementaria","Abril 2024","2024","Cursando"
"61629","98121","144","458","TRAYECTO_PED","Trayecto Pedagógico para Graduados no Docentes","Trayecto","Formación docente complementaria","Abril 2024","2024","Cursando"
"51897","98122","144","458","TRAYECTO_PED","Trayecto Pedagógico para Graduados no Docentes","Trayecto","Formación docente complementaria","Abril 2024","2024","Cursando condicional"
"54563","98123","144","458","TRAYECTO_PED","Trayecto Pedagógico para Graduados no Docentes","Trayecto","Formación docente complementaria","Abril 2024","2024","Cursando"
"58781","98124","144","458","TRAYECTO_PED","Trayecto Pedagógico para Graduados no Docentes","Trayecto","Formación docente complementaria","Abril 2024","2024","Cursando"
"59063","98126","144","458","TRAYECTO_PED","Trayecto Pedagógico para Graduados no Docentes","Trayecto","Formación docente complementaria","Abril 2024","2024","Cursando"
"58813","98127","144","458","TRAYECTO_PED","Trayecto Pedagógico para Graduados no Docentes","Trayecto","Formación docente complementaria","Abril 2024","2024","Cursando"
"20231","98128","144","458","TRAYECTO_PED","Trayecto Pedagógico para Graduados no Docentes","Trayecto","Formación docente complementaria","Abril 2024","2024","Cursando"
"46440","98129","144","458","TRAYECTO_PED","Trayecto Pedagógico para Graduados no Docentes","Trayecto","Formación docente complementaria","Abril 2024","2024","Cursando"
"62154","98130","144","458","TRAYECTO_PED","Trayecto Pedagógico para Graduados no Docentes","Trayecto","Formación docente complementaria","Abril 2024","2024","Cursando"
"36220","98132","144","458","TRAYECTO_PED","Trayecto Pedagógico para Graduados no Docentes","Trayecto","Formación docente complementaria","Abril 2024","2024","Cursando condicional"
"46420","98134","144","458","TRAYECTO_PED","Trayecto Pedagógico para Graduados no Docentes","Trayecto","Formación docente complementaria","Abril 2024","2024","Cursando"
"50625","98137","144","458","TRAYECTO_PED","Trayecto Pedagógico para Graduados no Docentes","Trayecto","Formación docente complementaria","Abril 2024","2024","Cursando"
"59564","98139","144","458","TRAYECTO_PED","Trayecto Pedagógico para Graduados no Docentes","Trayecto","Formación docente complementaria","Abril 2024","2024","Cursando"
"52441","98140","144","458","TRAYECTO_PED","Trayecto Pedagógico para Graduados no Docentes","Trayecto","Formación docente complementaria","Abril 2024","2024","Cursando"
"55658","98141","144","458","TRAYECTO_PED","Trayecto Pedagógico para Graduados no Docentes","Trayecto","Formación docente complementaria","Abril 2024","2024","Cursando"
"20121","98142","144","458","TRAYECTO_PED","Trayecto Pedagógico para Graduados no Docentes","Trayecto","Formación docente complementaria","Abril 2024","2024","Abandonó"
"16488","98143","144","458","TRAYECTO_PED","Trayecto Pedagógico para Graduados no Docentes","Trayecto","Formación docente complementaria","Abril 2024","2024","Cursando condicional"
"59720","98145","144","458","TRAYECTO_PED","Trayecto Pedagógico para Graduados no Docentes","Trayecto","Formación docente complementaria","Abril 2024","2024","Cursando"
"21076","98146","144","458","TRAYECTO_PED","Trayecto Pedagógico para Graduados no Docentes","Trayecto","Formación docente complementaria","Abril 2024","2024","Cursando"
"62153","98148","144","458","TRAYECTO_PED","Trayecto Pedagógico para Graduados no Docentes","Trayecto","Formación docente complementaria","Abril 2024","2024","Cursando condicional"
"57692","98151","144","458","TRAYECTO_PED","Trayecto Pedagógico para Graduados no Docentes","Trayecto","Formación docente complementaria","Abril 2024","2024","Cursando"
"62223","98152","144","458","TRAYECTO_PED","Trayecto Pedagógico para Graduados no Docentes","Trayecto","Formación docente complementaria","Abril 2024","2024","Cursando"
"52252","98153","144","458","TRAYECTO_PED","Trayecto Pedagógico para Graduados no Docentes","Trayecto","Formación docente complementaria","Abril 2024","2024","Cursando"
"47964","98155","144","458","TRAYECTO_PED","Trayecto Pedagógico para Graduados no Docentes","Trayecto","Formación docente complementaria","Abril 2024","2024","Cursando"
"24665","98156","144","458","TRAYECTO_PED","Trayecto Pedagógico para Graduados no Docentes","Trayecto","Formación docente complementaria","Abril 2024","2024","Cursando"
"58840","98157","144","458","TRAYECTO_PED","Trayecto Pedagógico para Graduados no Docentes","Trayecto","Formación docente complementaria","Abril 2024","2024","Cursando"
"60377","98158","144","458","TRAYECTO_PED","Trayecto Pedagógico para Graduados no Docentes","Trayecto","Formación docente complementaria","Abril 2024","2024","Cursando"
"61906","98159","144","458","TRAYECTO_PED","Trayecto Pedagógico para Graduados no Docentes","Trayecto","Formación docente complementaria","Abril 2024","2024","Cursando"
"53897","98161","144","458","TRAYECTO_PED","Trayecto Pedagógico para Graduados no Docentes","Trayecto","Formación docente complementaria","Abril 2024","2024","Cursando"
"26954","98163","144","458","TRAYECTO_PED","Trayecto Pedagógico para Graduados no Docentes","Trayecto","Formación docente complementaria","Abril 2024","2024","Cursando"
"19748","98167","144","458","TRAYECTO_PED","Trayecto Pedagógico para Graduados no Docentes","Trayecto","Formación docente complementaria","Abril 2024","2024","Cursando"
"41013","98168","144","458","TRAYECTO_PED","Trayecto Pedagógico para Graduados no Docentes","Trayecto","Formación docente complementaria","Abril 2024","2024","Cursando"
"58563","98169","144","458","TRAYECTO_PED","Trayecto Pedagógico para Graduados no Docentes","Trayecto","Formación docente complementaria","Abril 2024","2024","Cursando"
"41528","98170","144","458","TRAYECTO_PED","Trayecto Pedagógico para Graduados no Docentes","Trayecto","Formación docente complementaria","Abril 2024","2024","Cursando"
"62209","98177","144","458","TRAYECTO_PED","Trayecto Pedagógico para Graduados no Docentes","Trayecto","Formación docente complementaria","Abril 2024","2024","Cursando"
"58743","98178","144","458","TRAYECTO_PED","Trayecto Pedagógico para Graduados no Docentes","Trayecto","Formación docente complementaria","Abril 2024","2024","Cursando"
"62066","98179","144","458","TRAYECTO_PED","Trayecto Pedagógico para Graduados no Docentes","Trayecto","Formación docente complementaria","Abril 2024","2024","Cursando"
"42097","98185","144","458","TRAYECTO_PED","Trayecto Pedagógico para Graduados no Docentes","Trayecto","Formación docente complementaria","Abril 2024","2024","Abandonó"
"58715","98186","144","458","TRAYECTO_PED","Trayecto Pedagógico para Graduados no Docentes","Trayecto","Formación docente complementaria","Abril 2024","2024","Cursando"
"59372","98190","144","458","TRAYECTO_PED","Trayecto Pedagógico para Graduados no Docentes","Trayecto","Formación docente complementaria","Abril 2024","2024","Abandonó"
"42469","98191","144","458","TRAYECTO_PED","Trayecto Pedagógico para Graduados no Docentes","Trayecto","Formación docente complementaria","Abril 2024","2024","Cursando"
"59646","98192","144","458","TRAYECTO_PED","Trayecto Pedagógico para Graduados no Docentes","Trayecto","Formación docente complementaria","Abril 2024","2024","Cursando"
"56971","98193","144","458","TRAYECTO_PED","Trayecto Pedagógico para Graduados no Docentes","Trayecto","Formación docente complementaria","Abril 2024","2024","Cursando"
"62244","98194","144","458","TRAYECTO_PED","Trayecto Pedagógico para Graduados no Docentes","Trayecto","Formación docente complementaria","Abril 2024","2024","Cursando condicional"
"46599","98195","144","458","TRAYECTO_PED","Trayecto Pedagógico para Graduados no Docentes","Trayecto","Formación docente complementaria","Abril 2024","2024","Cursando condicional"
"32373","98196","144","458","TRAYECTO_PED","Trayecto Pedagógico para Graduados no Docentes","Trayecto","Formación docente complementaria","Abril 2024","2024","Cursando"
"59261","98198","144","458","TRAYECTO_PED","Trayecto Pedagógico para Graduados no Docentes","Trayecto","Formación docente complementaria","Abril 2024","2024","Cursando"
"58484","98199","144","458","TRAYECTO_PED","Trayecto Pedagógico para Graduados no Docentes","Trayecto","Formación docente complementaria","Abril 2024","2024","Cursando"
"59590","98200","144","458","TRAYECTO_PED","Trayecto Pedagógico para Graduados no Docentes","Trayecto","Formación docente complementaria","Abril 2024","2024","Cursando"
"62124","98201","144","458","TRAYECTO_PED","Trayecto Pedagógico para Graduados no Docentes","Trayecto","Formación docente complementaria","Abril 2024","2024","Cursando"
"28789","98203","144","458","TRAYECTO_PED","Trayecto Pedagógico para Graduados no Docentes","Trayecto","Formación docente complementaria","Abril 2024","2024","Cursando"
"62077","98205","144","458","TRAYECTO_PED","Trayecto Pedagógico para Graduados no Docentes","Trayecto","Formación docente complementaria","Abril 2024","2024","Cursando"
"61650","98209","144","458","TRAYECTO_PED","Trayecto Pedagógico para Graduados no Docentes","Trayecto","Formación docente complementaria","Abril 2024","2024","Cursando"
"52542","98211","144","458","TRAYECTO_PED","Trayecto Pedagógico para Graduados no Docentes","Trayecto","Formación docente complementaria","Abril 2024","2024","Cursando"
"12959","98214","144","458","TRAYECTO_PED","Trayecto Pedagógico para Graduados no Docentes","Trayecto","Formación docente complementaria","Abril 2024","2024","Abandonó"
"42839","98215","144","458","TRAYECTO_PED","Trayecto Pedagógico para Graduados no Docentes","Trayecto","Formación docente complementaria","Abril 2024","2024","Cursando"
"25740","98216","144","458","TRAYECTO_PED","Trayecto Pedagógico para Graduados no Docentes","Trayecto","Formación docente complementaria","Abril 2024","2024","Cursando"
"46559","98217","144","458","TRAYECTO_PED","Trayecto Pedagógico para Graduados no Docentes","Trayecto","Formación docente complementaria","Abril 2024","2024","Cursando"
"38533","98223","144","458","TRAYECTO_PED","Trayecto Pedagógico para Graduados no Docentes","Trayecto","Formación docente complementaria","Abril 2024","2024","Cursando"
"61760","98226","144","458","TRAYECTO_PED","Trayecto Pedagógico para Graduados no Docentes","Trayecto","Formación docente complementaria","Abril 2024","2024","Cursando"
"60349","98227","144","458","TRAYECTO_PED","Trayecto Pedagógico para Graduados no Docentes","Trayecto","Formación docente complementaria","Abril 2024","2024","Cursando"
"54338","98228","144","458","TRAYECTO_PED","Trayecto Pedagógico para Graduados no Docentes","Trayecto","Formación docente complementaria","Abril 2024","2024","Cursando"
"60115","98231","144","458","TRAYECTO_PED","Trayecto Pedagógico para Graduados no Docentes","Trayecto","Formación docente complementaria","Abril 2024","2024","Cursando"
"42536","98232","144","458","TRAYECTO_PED","Trayecto Pedagógico para Graduados no Docentes","Trayecto","Formación docente complementaria","Abril 2024","2024","Cursando"
"58634","98237","144","458","TRAYECTO_PED","Trayecto Pedagógico para Graduados no Docentes","Trayecto","Formación docente complementaria","Abril 2024","2024","Cursando"
"58826","98238","144","458","TRAYECTO_PED","Trayecto Pedagógico para Graduados no Docentes","Trayecto","Formación docente complementaria","Abril 2024","2024","Cursando"
"28703","98241","144","458","TRAYECTO_PED","Trayecto Pedagógico para Graduados no Docentes","Trayecto","Formación docente complementaria","Abril 2024","2024","Cursando"
"20871","98244","144","458","TRAYECTO_PED","Trayecto Pedagógico para Graduados no Docentes","Trayecto","Formación docente complementaria","Abril 2024","2024","Cursando condicional"
"52210","98246","144","458","TRAYECTO_PED","Trayecto Pedagógico para Graduados no Docentes","Trayecto","Formación docente complementaria","Abril 2024","2024","Cursando"
"59120","98248","144","458","TRAYECTO_PED","Trayecto Pedagógico para Graduados no Docentes","Trayecto","Formación docente complementaria","Abril 2024","2024","Cursando"
"52417","98249","144","458","TRAYECTO_PED","Trayecto Pedagógico para Graduados no Docentes","Trayecto","Formación docente complementaria","Abril 2024","2024","Cursando"
"62256","98256","144","458","TRAYECTO_PED","Trayecto Pedagógico para Graduados no Docentes","Trayecto","Formación docente complementaria","Abril 2024","2024","Cursando"
"20610","98258","144","458","TRAYECTO_PED","Trayecto Pedagógico para Graduados no Docentes","Trayecto","Formación docente complementaria","Abril 2024","2024","Cursando"
"58823","98259","144","458","TRAYECTO_PED","Trayecto Pedagógico para Graduados no Docentes","Trayecto","Formación docente complementaria","Abril 2024","2024","Abandonó"
"49467","98263","144","458","TRAYECTO_PED","Trayecto Pedagógico para Graduados no Docentes","Trayecto","Formación docente complementaria","Abril 2024","2024","Cursando"
